Use,RND,Rating2.0,ACS,K:D,ADR,KAST,KPR,APR,FKPR,FDPR,K,D,A,FK,FD,Agent,Player
(9) 3%,206,0.95,205.8,0.91,137.7,65%,0.68,0.18,0.09,0.12,140,154,38,19,24,jett,biank
(8) 3%,169,0.68,155.4,0.65,100.7,65%,0.51,0.3,0.07,0.12,86,132,51,8,11,harbor,biank
(8) 3%,154,0.83,178.1,0.84,106.1,67%,0.6,0.26,0.08,0.1,92,109,40,13,16,viper,biank
(7) 2%,148,,244.6,1.25,151.0,,0.84,0.29,0.07,0.05,124,99,43,9,6,brimstone,biank
(3) 1%,71,0.41,157.7,0.61,75.0,42%,0.48,0.39,0.04,0.08,34,56,28,1,2,tejo,biank
(2) 1%,44,,174.5,0.69,,,0.61,0.3,,,27,39,13,0,0,vyse,biank
(2) 1%,38,0.67,129.5,0.47,119.9,59%,0.39,0.24,0.03,0.05,15,32,9,1,2,kayo,biank
(2) 1%,36,,142.0,0.5,,,0.42,0.42,,,15,30,15,0,0,gekko,biank
(1) 0%,18,,131.0,0.37,,,0.39,0.33,,,7,19,6,0,0,deadlock,biank
(1) 0%,17,1.21,259.0,1.15,163.6,76%,0.88,0.24,0.18,0.0,15,13,4,3,0,astra,biank
(242) 51%,5193,1.22,275.1,1.28,173.1,72%,0.96,0.17,0.24,0.16,5002,3908,874,1067,708,jett,whzy
(119) 25%,2495,1.25,264.7,1.23,178.3,75%,0.91,0.22,0.19,0.14,2278,1845,544,269,201,raze,whzy
(58) 12%,1217,1.1,244.3,1.14,155.3,71%,0.87,0.22,0.2,0.17,1054,928,273,156,130,neon,whzy
(21) 4%,417,1.06,227.9,1.07,152.7,69%,0.81,0.23,0.19,0.17,339,317,97,46,41,yoru,whzy
(19) 4%,393,1.22,249.6,1.24,159.5,74%,0.91,0.15,0.24,0.14,359,290,57,95,55,chamber,whzy
(7) 1%,150,1.24,267.9,1.28,174.4,66%,0.94,0.23,0.14,0.13,141,110,34,21,20,reyna,whzy
(3) 1%,69,1.2,244.0,1.14,161.1,80%,0.83,0.26,0.12,0.12,57,50,18,8,8,killjoy,whzy
(3) 1%,66,,222.7,0.88,151.6,,0.7,0.42,0.18,0.09,46,52,28,4,2,phoenix,whzy
(3) 1%,62,,199.0,0.85,123.1,,0.66,0.24,0.08,0.13,41,48,15,5,8,brimstone,whzy
(2) 0%,36,0.83,148.0,0.65,100.1,67%,0.47,0.42,0.03,0.03,17,26,15,1,1,sova,whzy
(1) 0%,28,1.25,274.0,1.23,167.4,86%,0.96,0.29,0.11,0.07,27,22,8,3,2,kayo,whzy
(1) 0%,16,1.38,226.0,2.0,144.3,88%,0.88,0.25,0.13,0.13,14,7,4,2,2,cypher,whzy
(41) 31%,883,0.82,170.0,0.86,111.4,67%,0.6,0.17,0.06,0.09,530,619,149,22,33,killjoy,levius
(37) 28%,767,0.92,179.5,0.98,112.4,67%,0.65,0.23,0.08,0.1,495,506,180,45,53,cypher,levius
(27) 20%,574,1.0,179.8,0.9,121.4,68%,0.62,0.24,0.09,0.08,355,396,140,26,25,viper,levius
(21) 16%,457,0.91,180.5,0.93,118.7,75%,0.62,0.29,0.04,0.08,285,308,134,13,27,vyse,levius
(3) 2%,66,,141.3,0.65,,,0.47,0.23,,,31,48,15,0,0,fade,levius
(2) 1%,46,,139.5,1.0,,,0.54,0.2,,,25,25,9,0,0,astra,levius
(1) 1%,24,,126.0,0.85,,,0.46,0.38,,,11,13,9,0,0,brimstone,levius
(1) 1%,21,,224.0,1.8,,,0.86,0.43,,,18,10,9,0,0,skye,levius
(1) 1%,15,,111.0,0.54,,,0.47,0.13,,,7,13,2,0,0,sova,levius
(65) 54%,1360,1.01,177.1,0.9,117.6,75%,0.62,0.42,0.1,0.09,838,936,575,79,75,omen,rushia
(16) 13%,350,1.13,190.8,1.09,126.7,78%,0.69,0.48,0.07,0.09,243,222,169,15,20,brimstone,rushia
(16) 13%,346,0.99,188.6,0.98,125.9,71%,0.67,0.31,0.07,0.07,231,235,107,17,17,harbor,rushia
(15) 13%,325,1.25,193.6,1.08,136.5,80%,0.71,0.49,0.11,0.1,232,214,159,16,15,astra,rushia
(8) 7%,183,1.18,239.5,1.16,153.8,77%,0.8,0.34,0.12,0.11,147,127,62,22,20,viper,rushia
(89) 28%,1857,1.12,212.2,1.03,136.3,76%,0.7,0.6,0.09,0.07,1307,1271,1121,130,106,kayo,nephh
(89) 28%,1822,1.11,204.5,1.08,129.7,78%,0.72,0.45,0.07,0.07,1318,1221,817,124,113,breach,nephh
(24) 8%,519,1.01,206.8,1.06,129.7,77%,0.73,0.44,0.13,0.06,377,356,226,48,22,skye,nephh
(24) 8%,512,0.99,207.7,1.02,124.3,73%,0.69,0.35,0.12,0.1,354,347,181,37,33,viper,nephh
(15) 5%,332,1.04,191.5,1.04,116.6,74%,0.69,0.39,0.07,0.12,228,220,129,19,31,omen,nephh
(13) 4%,279,1.09,196.6,1.23,135.1,74%,0.72,0.17,0.06,0.04,201,163,47,17,12,killjoy,nephh
(12) 4%,219,1.29,229.3,1.4,150.9,83%,0.82,0.28,0.09,0.04,180,129,61,19,9,gekko,nephh
(8) 3%,187,0.96,235.1,0.99,144.7,74%,0.8,0.22,0.18,0.19,150,152,42,33,35,neon,nephh
(5) 2%,109,0.79,180.8,0.81,107.0,56%,0.63,0.3,0.11,0.13,69,85,33,12,14,fade,nephh
(5) 2%,106,1.02,207.2,1.07,132.8,81%,0.71,0.33,0.07,0.08,75,70,35,6,7,tejo,nephh
(4) 1%,85,1.01,231.0,0.96,155.8,72%,0.76,0.24,0.14,0.13,65,68,20,12,11,raze,nephh
(4) 1%,82,1.22,196.0,1.15,124.8,85%,0.66,0.46,0.13,0.06,54,47,38,11,5,sage,nephh
(3) 1%,79,1.12,210.3,0.93,159.9,68%,0.7,0.32,0.07,0.09,55,59,25,3,4,sova,nephh
(3) 1%,68,0.79,177.7,0.75,124.0,72%,0.59,0.22,0.18,0.13,40,53,15,12,9,reyna,nephh
(3) 1%,68,0.92,177.0,0.94,125.2,66%,0.66,0.15,0.12,0.09,45,48,10,8,6,cypher,nephh
(3) 1%,61,0.67,181.0,0.78,115.9,49%,0.64,0.15,0.16,0.25,39,50,9,10,15,yoru,nephh
(3) 1%,58,1.13,258.7,1.29,150.1,66%,0.91,0.12,0.26,0.1,53,41,7,15,6,jett,nephh
(3) 1%,50,1.41,299.7,1.77,184.2,78%,1.1,0.28,0.06,0.06,55,31,14,3,3,astra,nephh
(2) 1%,45,1.09,186.0,1.07,119.4,73%,0.67,0.29,0.11,0.02,30,28,13,5,1,deadlock,nephh
(1) 0%,23,0.63,107.0,0.53,79.5,74%,0.35,0.26,0.04,0.04,8,15,6,1,1,harbor,nephh
(1) 0%,22,1.25,268.0,1.43,153.6,64%,0.91,0.27,0.23,0.23,20,14,6,5,5,phoenix,nephh
(117) 26%,2463,1.03,195.1,1.04,126.1,75%,0.7,0.38,0.07,0.08,1727,1668,941,156,173,breach,knight
(67) 15%,1419,1.09,197.2,1.05,131.3,72%,0.68,0.27,0.08,0.07,960,915,389,68,60,sova,knight
(65) 14%,1347,0.99,191.9,1.02,119.1,75%,0.68,0.35,0.07,0.09,919,900,475,101,117,sage,knight
(61) 13%,1263,1.2,228.8,1.13,150.2,76%,0.77,0.5,0.11,0.07,978,862,634,102,70,kayo,knight
(43) 9%,917,1.0,188.6,0.95,126.7,72%,0.67,0.25,0.11,0.1,610,642,225,41,34,cypher,knight
(25) 5%,545,1.08,199.0,1.1,125.7,75%,0.72,0.32,0.09,0.08,391,356,174,38,33,fade,knight
(21) 5%,425,1.01,186.9,0.93,133.4,74%,0.64,0.26,0.07,0.1,274,295,110,22,31,tejo,knight
(16) 3%,333,0.86,201.4,0.95,113.8,70%,0.7,0.35,0.1,0.18,233,245,118,13,20,omen,knight
(13) 3%,276,0.98,205.4,1.03,125.9,65%,0.72,0.2,0.1,0.12,199,193,56,26,30,reyna,knight
(11) 2%,226,,209.0,1.19,,,0.76,0.19,0.0,0.04,171,144,43,0,1,killjoy,knight
(8) 2%,174,0.8,192.3,0.86,114.0,74%,0.66,0.38,0.09,0.09,114,133,66,8,6,skye,knight
(6) 1%,135,0.83,168.8,0.85,111.2,64%,0.62,0.13,0.12,0.07,84,99,17,16,10,phoenix,knight
(2) 0%,40,1.05,201.0,0.97,132.1,78%,0.7,0.28,0.13,0.08,28,29,11,5,3,astra,knight
(1) 0%,26,1.2,246.0,1.17,169.6,73%,0.81,0.31,0.04,0.12,21,18,8,1,3,viper,knight
(1) 0%,20,,156.0,0.65,,,0.55,0.25,,,11,17,5,0,0,gekko,knight
(1) 0%,19,,136.0,0.5,,,0.42,0.16,,,8,16,3,0,0,harbor,knight
(60) 20%,1287,0.97,170.0,0.84,113.6,77%,0.59,0.51,0.03,0.05,761,908,650,17,29,breach,nicc
(51) 17%,1045,0.93,194.8,0.98,132.8,74%,0.67,0.56,0.04,0.09,702,715,589,12,15,kayo,nicc
(36) 12%,778,1.05,186.3,0.97,122.6,78%,0.65,0.47,0.07,0.05,506,520,362,43,29,omen,nicc
(36) 12%,754,1.01,182.4,0.96,128.2,74%,0.65,0.36,0.05,0.06,492,513,269,24,29,fade,nicc
(29) 10%,602,1.03,200.0,0.98,132.3,71%,0.69,0.33,0.07,0.08,414,424,198,35,40,viper,nicc
(26) 9%,547,1.06,190.3,0.98,135.8,76%,0.66,0.34,0.07,0.07,360,367,188,25,25,sova,nicc
(25) 8%,518,1.02,183.0,0.98,104.9,82%,0.65,0.41,0.07,0.12,335,343,214,7,10,skye,nicc
(9) 3%,197,1.08,205.4,1.15,142.8,72%,0.76,0.21,0.07,0.04,149,130,42,9,6,gekko,nicc
(8) 3%,173,1.18,194.6,1.25,123.5,75%,0.75,0.41,0.04,0.06,130,104,71,7,11,astra,nicc
(7) 2%,138,0.75,173.3,0.8,105.4,62%,0.63,0.12,0.1,0.08,87,109,16,14,11,jett,nicc
(4) 1%,82,0.86,187.0,0.84,117.3,71%,0.62,0.43,0.1,0.07,51,61,35,8,6,harbor,nicc
(3) 1%,67,,180.7,0.88,,,0.64,0.33,0.0,,43,49,22,0,0,brimstone,nicc
(2) 1%,36,1.07,221.0,1.03,156.8,69%,0.83,0.14,0.11,0.06,30,29,5,4,2,killjoy,nicc
(2) 1%,31,0.49,157.0,0.52,86.1,61%,0.48,0.23,0.06,0.16,15,29,7,2,5,raze,nicc
(1) 0%,21,,234.0,0.89,153.3,,0.76,0.14,0.14,0.1,16,18,3,3,2,reyna,nicc
(1) 0%,17,,210.0,0.87,106.4,,0.76,0.12,0.18,0.0,13,15,2,3,0,phoenix,nicc
(174) 64%,3661,1.05,194.6,1.03,121.7,75%,0.69,0.45,0.08,0.07,2521,2436,1649,176,163,omen,flex1n
(39) 14%,865,1.14,207.0,1.08,141.0,77%,0.71,0.31,0.1,0.08,616,571,266,48,39,viper,flex1n
(28) 10%,586,1.04,197.7,1.05,123.9,73%,0.71,0.35,0.07,0.09,417,398,203,23,27,astra,flex1n
(21) 8%,445,1.06,208.8,1.06,120.4,74%,0.71,0.6,0.08,0.05,315,298,269,25,15,brimstone,flex1n
(5) 2%,108,,137.6,0.68,105.3,80%,0.47,0.34,0.03,0.11,51,75,37,2,8,harbor,flex1n
(4) 1%,74,0.7,155.3,0.69,107.6,61%,0.54,0.18,0.09,0.15,40,58,13,7,11,skye,flex1n
(1) 0%,22,0.78,193.0,1.0,103.5,68%,0.68,0.18,0.09,0.14,15,15,4,2,3,cypher,flex1n
(160) 32%,3332,1.13,229.6,1.24,141.3,75%,0.83,0.23,0.09,0.06,2760,2223,755,158,94,cypher,vo0kashu
(76) 15%,1553,1.32,247.6,1.37,173.4,80%,0.86,0.2,0.1,0.07,1329,968,318,100,65,killjoy,vo0kashu
(65) 13%,1341,1.16,233.6,1.25,142.1,73%,0.84,0.16,0.17,0.12,1131,904,210,234,156,jett,vo0kashu
(53) 11%,1118,1.15,223.2,1.21,147.6,73%,0.78,0.3,0.08,0.08,875,721,334,85,80,viper,vo0kashu
(42) 8%,851,1.23,270.5,1.29,169.3,75%,0.92,0.22,0.18,0.14,781,604,191,157,120,raze,vo0kashu
(23) 5%,458,1.27,265.7,1.41,162.7,73%,0.94,0.22,0.17,0.14,432,307,100,76,62,reyna,vo0kashu
(17) 3%,355,1.25,233.5,1.27,160.9,74%,0.83,0.27,0.06,0.07,293,231,97,14,16,vyse,vo0kashu
(16) 3%,349,1.16,226.0,1.34,125.2,82%,0.83,0.46,0.08,0.08,290,217,161,16,16,omen,vo0kashu
(15) 3%,323,1.05,197.5,1.08,126.2,75%,0.72,0.33,0.1,0.09,231,214,108,31,30,sage,vo0kashu
(14) 3%,286,1.17,202.3,1.09,142.2,77%,0.69,0.31,0.05,0.05,196,180,90,15,15,sova,vo0kashu
(8) 2%,173,1.11,213.4,1.14,136.7,82%,0.74,0.16,0.14,0.1,128,112,27,21,8,chamber,vo0kashu
(4) 1%,87,1.17,211.3,1.18,140.6,80%,0.75,0.37,0.03,0.07,65,55,32,3,6,skye,vo0kashu
(4) 1%,85,1.14,226.3,1.24,151.3,75%,0.79,0.2,0.11,0.07,67,54,17,9,6,iso,vo0kashu
(3) 1%,60,1.18,213.7,1.21,136.8,68%,0.77,0.27,0.02,0.08,46,38,16,1,5,fade,vo0kashu
(2) 0%,44,1.22,201.5,1.21,142.3,73%,0.8,0.34,0.09,0.11,35,29,15,4,5,astra,vo0kashu
(2) 0%,37,1.44,266.5,1.85,165.5,89%,1.0,0.54,0.08,0.11,37,20,20,3,4,breach,vo0kashu
(32) 58%,664,0.98,229.5,1.07,145.5,67%,0.79,0.23,0.17,0.16,522,490,150,82,79,neon,akeman
(12) 22%,256,0.82,177.3,0.81,119.6,68%,0.61,0.35,0.08,0.11,156,193,89,15,22,clove,akeman
(6) 11%,130,0.87,217.0,1.05,124.4,63%,0.78,0.17,0.19,0.15,102,97,22,13,10,waylay,akeman
(2) 4%,44,,153.5,0.8,,,0.55,0.3,,,24,30,13,0,0,tejo,akeman
(2) 4%,44,0.75,161.0,0.74,103.9,66%,0.57,0.23,0.05,0.07,25,34,10,2,3,cypher,akeman
(1) 2%,14,,306.0,2.43,,,1.21,0.21,,,17,7,3,0,0,jett,akeman
(62) 44%,1328,0.97,231.2,1.06,143.1,69%,0.81,0.22,0.19,0.17,1076,1018,294,181,156,yoru,spiritz1
(17) 12%,344,1.09,256.4,1.18,175.1,70%,0.93,0.15,0.23,0.2,321,272,50,71,62,jett,spiritz1
(14) 10%,288,1.09,250.2,1.12,161.5,70%,0.88,0.19,0.22,0.18,252,225,54,59,49,raze,spiritz1
(13) 9%,270,,189.1,0.92,,,0.67,0.3,,,182,197,81,0,0,sova,spiritz1
(12) 8%,240,1.21,213.8,1.03,157.9,80%,0.75,0.33,0.09,0.07,180,175,78,13,10,fade,spiritz1
(6) 4%,126,1.32,316.5,1.29,206.1,75%,1.1,0.17,0.23,0.13,138,107,22,29,17,iso,spiritz1
(5) 4%,104,0.5,205.4,0.93,122.7,59%,0.73,0.2,0.12,0.2,76,82,21,11,18,reyna,spiritz1
(3) 2%,63,,230.7,0.98,,,0.87,0.25,,,55,56,16,0,0,clove,spiritz1
(3) 2%,57,0.77,164.0,0.81,119.9,68%,0.61,0.33,0.05,0.09,35,43,19,3,5,sage,spiritz1
(2) 1%,40,,238.0,1.81,,,0.95,0.2,,,38,21,8,0,0,deadlock,spiritz1
(2) 1%,35,,164.0,0.67,,,0.57,0.2,,,20,30,7,0,0,skye,spiritz1
(1) 1%,24,,195.0,0.83,,,0.63,0.33,,,15,18,8,0,0,viper,spiritz1
(1) 1%,23,,134.0,0.53,,,0.39,0.57,,,9,17,13,0,0,kayo,spiritz1
(1) 1%,17,,199.0,1.0,,,0.76,0.06,,,13,13,1,0,0,tejo,spiritz1
(13) 36%,255,0.72,191.2,0.9,105.9,58%,0.65,0.24,0.07,0.08,166,185,62,10,11,viper,kklin
(11) 31%,235,0.56,190.4,1.03,72.0,58%,0.67,0.18,0.04,0.13,158,153,43,1,3,cypher,kklin
(6) 17%,116,0.85,190.3,0.94,121.9,64%,0.66,0.1,0.07,0.08,77,82,12,7,8,killjoy,kklin
(5) 14%,107,0.86,169.6,0.83,115.9,65%,0.58,0.33,0.07,0.13,62,75,35,3,6,vyse,kklin
(1) 3%,18,,157.0,0.67,,,0.56,0.06,,,10,15,1,0,0,neon,kklin
(90) 35%,1840,1.29,242.4,1.36,157.1,75%,0.89,0.15,0.19,0.11,1632,1198,271,203,113,jett,stew
(84) 33%,1743,1.25,248.6,1.27,166.5,73%,0.87,0.19,0.13,0.13,1512,1189,325,59,59,raze,stew
(33) 13%,682,1.06,237.0,1.22,142.6,68%,0.85,0.17,0.17,0.15,583,478,118,49,43,neon,stew
(18) 7%,366,1.23,264.8,1.34,166.9,76%,0.94,0.31,0.21,0.15,343,256,114,43,32,yoru,stew
(7) 3%,150,0.6,181.1,0.82,101.9,65%,0.63,0.19,0.14,0.24,94,114,29,5,9,waylay,stew
(7) 3%,146,1.19,233.6,1.16,154.3,68%,0.79,0.29,0.08,0.1,116,100,43,10,12,phoenix,stew
(5) 2%,104,1.27,218.4,1.26,142.9,81%,0.75,0.51,0.08,0.02,78,62,53,8,2,kayo,stew
(4) 2%,90,1.0,188.3,0.94,122.0,76%,0.64,0.48,0.02,0.04,58,62,43,2,4,breach,stew
(3) 1%,57,1.0,193.7,0.9,115.8,61%,0.65,0.28,0.03,0.06,37,41,16,1,2,viper,stew
(2) 1%,48,1.31,203.5,1.0,156.0,75%,0.71,0.17,0.08,0.13,34,34,8,2,3,iso,stew
(1) 0%,22,,239.0,1.29,,,0.82,0.14,,,18,14,3,0,0,killjoy,stew
(1) 0%,21,,135.0,0.47,,,0.38,0.24,,,8,17,5,0,0,cypher,stew
(1) 0%,20,1.32,235.0,1.42,146.0,70%,0.85,0.2,0.15,0.05,17,12,4,3,1,omen,stew
(1) 0%,18,,219.0,1.23,,,0.89,0.28,,,16,13,5,0,0,reyna,stew
(1) 0%,15,,135.0,0.62,,,0.53,0.13,,,8,13,2,0,0,chamber,stew
(51) 21%,1066,0.89,186.5,0.97,108.5,68%,0.68,0.38,0.08,0.07,721,741,402,22,18,omen,jkuro
(30) 13%,602,1.21,219.7,1.06,130.1,66%,0.78,0.16,0.18,0.15,470,445,94,73,47,jett,jkuro
(29) 12%,583,1.07,187.2,1.03,123.6,78%,0.67,0.45,0.06,0.07,391,378,264,31,37,breach,jkuro
(20) 8%,428,1.22,241.3,1.09,161.4,76%,0.82,0.18,0.18,0.17,351,322,77,54,27,raze,jkuro
(14) 6%,307,0.96,200.8,1.04,126.4,74%,0.7,0.31,0.07,0.08,215,206,96,18,22,harbor,jkuro
(11) 5%,243,1.12,233.6,1.22,146.8,70%,0.85,0.1,0.16,0.15,206,169,25,40,37,chamber,jkuro
(11) 5%,215,0.88,186.9,0.95,122.6,77%,0.66,0.42,0.08,0.13,142,150,90,5,8,astra,jkuro
(10) 4%,218,1.02,202.3,0.99,128.7,71%,0.71,0.24,0.1,0.16,155,157,52,15,23,viper,jkuro
(10) 4%,208,1.13,214.8,1.01,145.0,67%,0.73,0.39,0.0,0.05,151,150,81,0,1,brimstone,jkuro
(10) 4%,203,1.31,179.9,0.9,188.6,61%,0.65,0.22,0.12,0.12,132,146,44,22,22,cypher,jkuro
(10) 4%,203,1.01,197.3,0.96,128.3,78%,0.68,0.54,0.09,0.08,139,145,109,18,16,kayo,jkuro
(8) 3%,170,1.01,203.0,1.03,146.8,74%,0.71,0.2,0.1,0.12,121,118,34,17,21,killjoy,jkuro
(8) 3%,164,0.88,171.3,0.82,126.7,70%,0.59,0.3,0.11,0.11,96,117,50,11,11,skye,jkuro
(5) 2%,96,1.4,258.6,1.23,177.2,90%,0.91,0.25,0.31,0.07,87,71,24,18,4,yoru,jkuro
(4) 2%,79,0.44,286.3,1.3,77.8,38%,1.04,0.35,0.0,0.19,82,63,28,0,3,neon,jkuro
(4) 2%,78,1.17,268.0,1.39,156.4,74%,0.96,0.24,0.13,0.08,75,54,19,10,6,reyna,jkuro
(2) 1%,44,,156.0,0.75,,,0.55,0.3,,,24,32,13,0,0,fade,jkuro
(1) 0%,17,0.7,174.0,0.6,117.1,53%,0.53,0.18,0.06,0.18,9,15,3,1,3,sova,jkuro
(1) 0%,13,2.35,398.0,4.2,264.1,92%,1.62,0.54,0.08,0.0,21,5,7,1,0,sage,jkuro
(17) 57%,344,0.77,209.8,1.15,110.6,67%,0.75,0.2,0.06,0.22,257,223,68,1,4,yoru,zhe
(4) 13%,83,,225.3,1.45,,,0.86,0.4,0.11,,71,49,33,9,0,fade,zhe
(3) 10%,72,,225.7,1.15,,,0.75,0.46,,,54,47,33,0,0,viper,zhe
(3) 10%,63,0.95,220.0,1.22,59.1,75%,0.79,0.13,0.15,0.25,50,41,8,6,10,jett,zhe
(2) 7%,44,0.79,237.0,1.37,124.8,75%,0.93,0.36,0.0,0.19,41,30,16,0,3,neon,zhe
(1) 3%,30,,213.0,1.14,,,0.83,0.5,0.07,,25,22,15,2,0,breach,zhe
(106) 24%,2165,1.13,237.5,1.18,155.3,72%,0.84,0.17,0.19,0.13,1813,1538,376,342,226,jett,yuicaw
(74) 17%,1551,1.06,219.6,1.15,142.4,69%,0.8,0.12,0.14,0.1,1241,1083,192,207,148,chamber,yuicaw
(51) 12%,1110,1.01,189.5,0.98,129.7,75%,0.67,0.46,0.06,0.08,745,764,511,25,29,breach,yuicaw
(38) 9%,800,0.85,188.6,0.94,111.9,63%,0.68,0.23,0.08,0.1,541,576,184,21,24,cypher,yuicaw
(36) 8%,771,1.08,229.3,1.08,155.7,72%,0.79,0.22,0.14,0.14,609,565,166,88,90,raze,yuicaw
(31) 7%,694,0.87,201.7,1.09,118.9,61%,0.73,0.15,0.08,0.1,505,463,101,20,15,killjoy,yuicaw
(20) 5%,408,1.07,198.3,1.15,122.7,71%,0.72,0.32,0.06,0.08,294,256,130,20,27,omen,yuicaw
(17) 4%,363,1.18,211.8,0.97,168.0,71%,0.73,0.55,0.12,0.12,265,272,200,2,2,kayo,yuicaw
(16) 4%,345,0.66,189.5,0.95,86.1,63%,0.68,0.29,0.1,0.12,233,245,99,20,24,gekko,yuicaw
(9) 2%,194,1.11,198.8,1.06,150.2,78%,0.66,0.36,0.07,0.09,128,121,69,3,4,sova,yuicaw
(9) 2%,193,,240.6,1.29,,,0.84,0.28,,,162,126,55,0,0,viper,yuicaw
(9) 2%,179,1.22,211.1,1.14,119.7,84%,0.74,0.46,0.09,0.08,132,116,83,14,12,brimstone,yuicaw
(6) 1%,127,,180.5,0.91,,,0.63,0.18,,,80,88,23,0,0,fade,yuicaw
(4) 1%,86,0.93,207.8,1.05,141.5,71%,0.72,0.21,0.15,0.2,62,59,18,13,17,neon,yuicaw
(4) 1%,76,0.78,196.0,0.74,126.3,67%,0.63,0.25,0.12,0.11,48,65,19,9,8,phoenix,yuicaw
(2) 0%,48,,185.5,0.76,,,0.6,0.23,,,29,38,11,0,0,yoru,yuicaw
(1) 0%,24,,170.0,0.59,107.0,79%,0.54,0.42,0.17,0.04,13,22,10,4,1,harbor,yuicaw
(1) 0%,19,0.61,118.0,0.47,73.0,53%,0.37,0.32,0.05,0.16,7,15,6,1,3,astra,yuicaw
(1) 0%,17,,198.0,0.92,,,0.65,0.35,,,11,12,6,0,0,tejo,yuicaw
(27) 24%,587,1.12,222.4,1.16,142.1,74%,0.77,0.3,0.08,0.05,452,391,175,41,28,sova,shr1mp
(21) 19%,442,1.01,200.9,1.01,127.2,74%,0.71,0.31,0.06,0.07,313,309,137,26,31,skye,shr1mp
(16) 14%,326,1.13,191.7,1.06,123.6,75%,0.69,0.46,0.06,0.05,226,214,151,18,15,breach,shr1mp
(12) 11%,253,0.94,188.2,0.84,134.3,71%,0.64,0.44,0.07,0.09,161,192,111,16,21,kayo,shr1mp
(12) 11%,233,1.22,211.1,1.24,138.7,78%,0.77,0.39,0.07,0.06,180,145,91,14,12,fade,shr1mp
(8) 7%,160,1.0,241.8,0.98,157.2,70%,0.79,0.18,0.11,0.17,127,129,28,18,27,raze,shr1mp
(5) 4%,97,1.26,245.6,1.25,150.8,70%,0.87,0.27,0.08,0.03,84,67,26,8,3,sage,shr1mp
(5) 4%,97,0.74,192.8,1.08,94.0,75%,0.7,0.15,0.08,0.04,68,63,15,2,1,tejo,shr1mp
(3) 3%,60,1.06,231.3,1.0,151.0,70%,0.78,0.2,0.13,0.23,47,47,12,8,14,neon,shr1mp
(2) 2%,36,,204.5,1.5,,,0.75,0.33,,,27,18,12,0,0,omen,shr1mp
(1) 1%,24,0.9,167.0,1.07,107.1,71%,0.67,0.17,0.0,0.0,16,15,4,0,0,gekko,shr1mp
(1) 1%,17,1.63,368.0,1.67,231.6,88%,1.18,0.53,0.35,0.06,20,12,9,6,1,jett,shr1mp
(36) 27%,723,1.09,238.2,1.13,156.4,70%,0.85,0.15,0.22,0.19,615,546,106,150,124,jett,spitfires
(32) 24%,699,0.82,204.1,0.87,137.7,66%,0.69,0.18,0.16,0.2,484,554,128,68,86,raze,spitfires
(27) 20%,564,0.82,217.4,0.94,131.8,67%,0.75,0.2,0.2,0.17,421,447,115,53,45,neon,spitfires
(10) 7%,216,1.15,218.2,0.99,160.6,74%,0.74,0.26,0.07,0.1,160,161,57,12,19,sova,spitfires
(9) 7%,156,1.02,220.7,1.05,136.5,68%,0.78,0.17,0.12,0.13,122,116,26,15,16,yoru,spitfires
(6) 4%,118,0.85,176.0,0.89,106.7,64%,0.63,0.21,0.07,0.13,74,83,25,7,12,killjoy,spitfires
(5) 4%,108,,220.2,1.09,,,0.81,0.17,,,88,81,18,0,0,cypher,spitfires
(4) 3%,71,0.84,181.3,0.98,110.7,61%,0.69,0.28,0.11,0.22,49,50,20,2,4,fade,spitfires
(3) 2%,61,1.06,223.7,1.12,147.7,69%,0.79,0.13,0.11,0.1,48,43,8,7,6,sage,spitfires
(1) 1%,22,0.73,151.0,0.65,94.4,55%,0.5,0.18,0.14,0.09,11,17,4,3,2,skye,spitfires
(1) 1%,18,1.04,249.0,1.0,160.9,67%,0.83,0.22,0.28,0.22,15,15,4,5,4,gekko,spitfires
(12) 29%,227,0.91,162.9,0.85,109.0,70%,0.54,0.35,0.09,0.1,123,144,79,19,20,viper,hanche
(9) 22%,181,0.97,183.7,0.97,135.3,67%,0.66,0.12,0.08,0.05,120,124,22,15,8,killjoy,hanche
(6) 15%,112,0.73,156.3,0.76,104.5,61%,0.53,0.19,0.04,0.05,59,78,21,4,5,cypher,hanche
(3) 7%,69,0.77,202.0,1.0,115.3,63%,0.72,0.17,0.06,0.09,50,50,12,4,4,vyse,hanche
(3) 7%,58,,123.3,0.6,,,0.47,0.17,,,27,45,10,0,0,waylay,hanche
(2) 5%,47,,179.5,0.73,,,0.64,0.26,,,30,41,12,0,0,neon,hanche
(2) 5%,45,,204.0,1.1,,,0.73,0.2,0.07,0.02,33,30,9,3,1,astra,hanche
(2) 5%,39,1.11,264.5,1.16,153.3,69%,0.95,0.1,0.15,0.18,37,32,4,6,7,jett,hanche
(1) 2%,23,,307.0,1.53,,,1.13,0.13,0.3,,26,17,3,7,0,yoru,hanche
(1) 2%,16,1.07,258.0,0.93,154.8,81%,0.88,0.19,0.38,0.06,14,15,3,6,1,raze,hanche
(33) 45%,655,0.98,190.3,0.96,116.5,76%,0.67,0.33,0.1,0.07,438,455,217,23,16,omen,k1ra
(9) 12%,185,1.08,228.8,1.24,147.4,75%,0.79,0.31,0.09,0.12,147,119,57,12,15,viper,k1ra
(8) 11%,159,1.02,215.9,0.94,131.0,73%,0.74,0.38,0.08,0.08,118,125,60,6,6,astra,k1ra
