,Match_ID,date_str,Team,T1_Won,R2.0_T1,ACS_T1,K_T1,D_T1,A_T1,+/- K/D_T1,KAST_T1,ADR_T1,HS%_T1,FK_T1,FD_T1,+/- FK/FD_T1,vs Team,R2.0_T2,ACS_T2,K_T2,D_T2,A_T2,+/- K/D_T2,KAST_T2,ADR_T2,HS%_T2,FK_T2,FD_T2,+/- FK/FD_T2
298,2024-02-23_Bilibili Gaming/Wolves Esports,2024-02-23,Bilibili Gaming,0,0.0,177.2,25.0,29.6,11.0,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,177.2,25.0,29.6,11.0,-4.6,0.0,0.0,0.0,0.0,0.0,0.0
299,2024-02-23_Cloud9/NRG Esports,2024-02-23,Cloud9,0,0.8480000000000001,192.6,30.6,34.6,13.8,-4.0,71.6,127.4,26.4,4.2,5.0,-0.8,NRG Esports,0.8480000000000001,192.6,30.6,34.6,13.8,-4.0,71.6,127.4,26.4,4.2,5.0,-0.8
300,2024-02-23_FNATIC/Team Vitality,2024-02-23,FNATIC,1,1.172,221.0,35.0,26.8,15.0,8.2,75.8,141.2,30.2,5.4,3.4,2.0,Team Vitality,1.172,221.0,35.0,26.8,15.0,8.2,75.8,141.2,30.2,5.4,3.4,2.0
301,2024-02-23_JDG Esports/Titan Esports Club,2024-02-23,JDG Esports,0,0.0,197.6,34.8,38.0,11.0,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,197.6,34.8,38.0,11.0,-3.2,0.0,0.0,0.0,0.0,0.0,0.0
302,2024-02-23_LEVIATÁN/LOUD,2024-02-23,LEVIATÁN,0,0.9879999999999999,187.8,42.8,48.0,17.8,-5.2,70.4,127.8,27.6,5.0,8.6,-3.6,LOUD,0.9879999999999999,187.8,42.8,48.0,17.8,-5.2,70.4,127.8,27.6,5.0,8.6,-3.6
303,2024-02-23_Natus Vincere/Team Liquid,2024-02-23,Natus Vincere,1,1.116,208.8,30.6,25.2,11.0,5.4,68.6,136.6,29.6,3.4,4.6,-1.2,Team Liquid,1.116,208.8,30.6,25.2,11.0,5.4,68.6,136.6,29.6,3.4,4.6,-1.2
304,2024-02-24_All Gamers/JDG Esports,2024-02-24,All Gamers,0,0.0,190.6,30.8,33.6,9.4,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,JDG Esports,0.0,190.6,30.8,33.6,9.4,-2.8,0.0,0.0,0.0,0.0,0.0,0.0
305,2024-02-24_DRX/Gen.G,2024-02-24,DRX,0,1.03,192.0,31.2,36.0,15.6,-4.8,70.2,125.2,28.4,5.4,4.0,1.4,Gen.G,1.03,192.0,31.2,36.0,15.6,-4.8,70.2,125.2,28.4,5.4,4.0,1.4
306,2024-02-24_Evil Geniuses/G2 Esports,2024-02-24,Evil Geniuses,1,0.9960000000000001,203.6,37.0,35.8,15.0,1.2,69.2,133.2,31.2,6.0,4.4,1.6,G2 Esports,0.9960000000000001,203.6,37.0,35.8,15.0,1.2,69.2,133.2,31.2,6.0,4.4,1.6
307,2024-02-24_Nova Esports/TYLOO,2024-02-24,Nova Esports,1,0.0,205.2,34.2,34.6,14.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,205.2,34.2,34.6,14.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0
308,2024-02-24_Paper Rex/T1,2024-02-24,Paper Rex,1,1.1179999999999999,205.4,36.0,33.4,17.6,2.6,76.0,131.8,24.4,4.0,5.8,-1.8,T1,1.1179999999999999,205.4,36.0,33.4,17.6,2.6,76.0,131.8,24.4,4.0,5.8,-1.8
309,2024-02-25_Cloud9/MIBR,2024-02-25,Cloud9,0,0.9959999999999999,192.8,31.8,34.2,16.0,-2.4,73.0,127.4,25.8,5.2,4.4,0.8,MIBR,0.9959999999999999,192.8,31.8,34.2,16.0,-2.4,73.0,127.4,25.8,5.2,4.4,0.8
310,2024-02-25_Dragon Ranger Gaming/Titan Esports Club,2024-02-25,Dragon Ranger Gaming,1,0.0,205.0,48.6,50.0,19.2,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,205.0,48.6,50.0,19.2,-1.4,0.0,0.0,0.0,0.0,0.0,0.0
311,2024-02-25_EDward Gaming/Wolves Esports,2024-02-25,EDward Gaming,1,0.0,201.6,48.8,50.4,21.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,201.6,48.8,50.4,21.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0
312,2024-02-25_FUT Esports/Karmine Corp,2024-02-25,FUT Esports,0,0.992,209.2,52.6,53.4,25.8,-0.8,72.0,138.0,24.6,6.8,8.2,-1.4,Karmine Corp,0.992,209.2,52.6,53.4,25.8,-0.8,72.0,138.0,24.6,6.8,8.2,-1.4
313,2024-02-25_FunPlus Phoenix/Trace Esports,2024-02-25,FunPlus Phoenix,1,0.0,201.8,50.4,49.4,14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,201.8,50.4,49.4,14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2024-02-25_G2 Esports/KRÜ Esports,2024-02-25,G2 Esports,1,1.29,211.8,31.0,26.0,15.8,5.0,79.0,144.2,25.2,4.2,4.2,0.0,KRÜ Esports,1.29,211.8,31.0,26.0,15.8,5.0,79.0,144.2,25.2,4.2,4.2,0.0
315,2024-02-25_Gen.G/Paper Rex,2024-02-25,Gen.G,1,1.13,212.2,57.8,49.4,21.6,8.4,78.4,141.6,28.6,8.0,7.2,0.8,Paper Rex,1.13,212.2,57.8,49.4,21.6,8.4,78.4,141.6,28.6,8.0,7.2,0.8
316,2024-02-25_Gentle Mates/Team Vitality,2024-02-25,Gentle Mates,0,1.032,201.8,43.0,41.6,17.2,1.4,71.8,134.2,29.2,6.6,5.6,1.0,Team Vitality,1.032,201.8,43.0,41.6,17.2,1.4,71.8,134.2,29.2,6.6,5.6,1.0
317,2024-02-25_LEVIATÁN/Sentinels,2024-02-25,LEVIATÁN,0,0.9259999999999999,194.2,38.2,42.0,17.8,-3.8,71.0,128.4,26.0,4.4,7.0,-2.6,Sentinels,0.9259999999999999,194.2,38.2,42.0,17.8,-3.8,71.0,128.4,26.0,4.4,7.0,-2.6
318,2024-02-25_Movistar KOI(KOI)/Team Liquid,2024-02-25,Movistar KOI(KOI),1,0.968,194.8,49.6,49.0,20.8,0.6,69.4,129.0,26.4,6.0,8.6,-2.6,Team Liquid,0.968,194.8,49.6,49.0,20.8,0.6,69.4,129.0,26.4,6.0,8.6,-2.6
319,2024-02-26_Bilibili Gaming/Wolves Esports,2024-02-26,Bilibili Gaming,1,0.0,208.6,32.4,30.6,14.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,208.6,32.4,30.6,14.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0
320,2024-02-26_G2 Esports/MIBR,2024-02-26,G2 Esports,0,0.892,190.0,48.2,52.6,15.8,-4.4,69.8,128.2,33.2,7.4,7.2,0.2,MIBR,0.892,190.0,48.2,52.6,15.8,-4.4,69.8,128.2,33.2,7.4,7.2,0.2
321,2024-02-26_G2 Esports/Sentinels,2024-02-26,G2 Esports,1,0.8480000000000001,195.0,45.0,44.0,17.6,1.0,71.8,126.4,27.2,7.0,6.0,1.0,Sentinels,0.8480000000000001,195.0,45.0,44.0,17.6,1.0,71.8,126.4,27.2,7.0,6.0,1.0
322,2024-02-26_JDG Esports/Titan Esports Club,2024-02-26,JDG Esports,0,0.0,203.0,47.2,44.0,15.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,203.0,47.2,44.0,15.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0
323,2024-02-26_KOI/Karmine Corp,2024-02-26,KOI,0,0.794,165.4,20.4,30.2,6.8,-9.8,61.4,109.4,28.4,2.4,5.0,-2.6,Karmine Corp,0.794,165.4,20.4,30.2,6.8,-9.8,61.4,109.4,28.4,2.4,5.0,-2.6
324,2024-02-26_KOI/Team Vitality,2024-02-26,KOI,0,0.868,163.8,23.4,29.2,8.2,-5.8,63.8,106.8,24.4,3.4,4.6,-1.2,Team Vitality,0.868,163.8,23.4,29.2,8.2,-5.8,63.8,106.8,24.4,3.4,4.6,-1.2
325,2024-02-26_Karmine Corp/Team Vitality,2024-02-26,Karmine Corp,1,0.966,205.2,35.8,33.2,12.6,2.6,72.6,136.6,28.8,5.6,4.2,1.4,Team Vitality,0.966,205.2,35.8,33.2,12.6,2.6,72.6,136.6,28.8,5.6,4.2,1.4
326,2024-02-26_MIBR/Sentinels,2024-02-26,MIBR,0,0.724,180.0,23.4,30.2,7.6,-6.8,62.6,118.2,30.6,3.0,4.8,-1.8,Sentinels,0.724,180.0,23.4,30.2,7.6,-6.8,62.6,118.2,30.6,3.0,4.8,-1.8
327,2024-02-26_Nova Esports/Trace Esports,2024-02-26,Nova Esports,0,0.0,164.8,18.6,29.8,7.6,-11.2,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,164.8,18.6,29.8,7.6,-11.2,0.0,0.0,0.0,0.0,0.0,0.0
328,2024-02-27_Bilibili Gaming/Titan Esports Club,2024-02-27,Bilibili Gaming,1,0.0,228.4,30.4,22.8,14.8,7.6,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,228.4,30.4,22.8,14.8,7.6,0.0,0.0,0.0,0.0,0.0,0.0
329,2024-02-27_Bilibili Gaming/Trace Esports,2024-02-27,Bilibili Gaming,0,0.0,199.2,53.4,54.4,23.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,199.2,53.4,54.4,23.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2024-02-27_Titan Esports Club/Trace Esports,2024-02-27,Titan Esports Club,0,0.0,191.2,49.2,56.8,22.0,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,191.2,49.2,56.8,22.0,-7.6,0.0,0.0,0.0,0.0,0.0,0.0
331,2024-02-29_FNATIC/Karmine Corp,2024-02-29,FNATIC,0,0.762,187.2,28.6,32.0,11.6,-3.4,68.2,125.2,22.4,4.2,4.4,-0.2,Karmine Corp,0.762,187.2,28.6,32.0,11.6,-3.4,68.2,125.2,22.4,4.2,4.4,-0.2
332,2024-02-29_Natus Vincere/Team Heretics,2024-02-29,Natus Vincere,0,0.714,176.2,30.2,36.4,9.8,-6.2,63.6,119.4,35.2,3.8,5.6,-1.8,Team Heretics,0.714,176.2,30.2,36.4,9.8,-6.2,63.6,119.4,35.2,3.8,5.6,-1.8
333,2024-03-01_Dragon Ranger Gaming/FunPlus Phoenix,2024-03-01,Dragon Ranger Gaming,0,0.0,175.6,25.0,32.8,12.2,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,FunPlus Phoenix,0.0,175.6,25.0,32.8,12.2,-7.8,0.0,0.0,0.0,0.0,0.0,0.0
334,2024-03-01_EDward Gaming/Trace Esports,2024-03-01,EDward Gaming,1,0.0,211.2,33.2,30.0,15.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,211.2,33.2,30.0,15.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0
335,2024-03-01_Karmine Corp/Team Heretics,2024-03-01,Karmine Corp,1,1.1219999999999999,218.6,63.8,51.4,28.0,12.4,76.4,143.2,27.8,8.0,8.0,0.0,Team Heretics,1.1219999999999999,218.6,63.8,51.4,28.0,12.4,76.4,143.2,27.8,8.0,8.0,0.0
336,2024-03-02_EDward Gaming/FunPlus Phoenix,2024-03-02,EDward Gaming,1,0.0,208.2,69.8,66.6,27.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,FunPlus Phoenix,0.0,208.2,69.8,66.6,27.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0
337,2024-03-02_Evil Geniuses/LOUD,2024-03-02,Evil Geniuses,0,0.8299999999999998,191.4,37.6,43.0,14.8,-5.4,66.0,127.6,29.8,5.2,6.4,-1.2,LOUD,0.8299999999999998,191.4,37.6,43.0,14.8,-5.4,66.0,127.6,29.8,5.2,6.4,-1.2
338,2024-03-02_NRG Esports/Sentinels,2024-03-02,NRG Esports,0,0.768,188.8,42.8,48.4,18.4,-5.6,69.8,120.6,29.0,4.8,8.6,-3.8,Sentinels,0.768,188.8,42.8,48.4,18.4,-5.6,69.8,120.6,29.0,4.8,8.6,-3.8
339,2024-03-03_LOUD/Sentinels,2024-03-03,LOUD,0,1.0,192.0,67.2,73.8,30.2,-6.6,69.2,128.8,28.2,9.8,10.2,-0.4,Sentinels,1.0,192.0,67.2,73.8,30.2,-6.6,69.2,128.8,28.2,9.8,10.2,-0.4
340,2024-03-14_FunPlus Phoenix/Karmine Corp,2024-03-14,FunPlus Phoenix,0,1.028,197.2,29.8,34.0,11.0,-4.2,69.0,133.6,31.0,5.4,3.4,2.0,Karmine Corp,1.028,197.2,29.8,34.0,11.0,-4.2,69.0,133.6,31.0,5.4,3.4,2.0
341,2024-03-14_Gen.G/LOUD,2024-03-14,Gen.G,1,1.028,193.0,42.4,44.8,16.4,-2.4,65.2,127.4,25.8,6.8,5.6,1.2,LOUD,1.028,193.0,42.4,44.8,16.4,-2.4,65.2,127.4,25.8,6.8,5.6,1.2
342,2024-03-15_EDward Gaming/Paper Rex,2024-03-15,EDward Gaming,1,0.992,204.8,47.2,44.6,20.4,2.6,72.4,138.4,28.6,8.0,4.8,3.2,Paper Rex,0.992,204.8,47.2,44.6,20.4,2.6,72.4,138.4,28.6,8.0,4.8,3.2
343,2024-03-15_Sentinels/Team Heretics,2024-03-15,Sentinels,1,1.042,201.6,44.8,46.8,22.2,-2.0,70.6,134.2,22.4,6.0,6.8,-0.8,Team Heretics,1.042,201.6,44.8,46.8,22.2,-2.0,70.6,134.2,22.4,6.0,6.8,-0.8
344,2024-03-16_EDward Gaming/Gen.G,2024-03-16,EDward Gaming,0,1.024,193.4,39.6,44.0,16.4,-4.4,72.8,130.0,28.2,5.2,6.4,-1.2,Gen.G,1.024,193.4,39.6,44.0,16.4,-4.4,72.8,130.0,28.2,5.2,6.4,-1.2
345,2024-03-16_Karmine Corp/Sentinels,2024-03-16,Karmine Corp,0,0.696,162.8,24.6,32.2,11.4,-7.6,65.6,105.8,22.6,4.6,4.4,0.2,Sentinels,0.696,162.8,24.6,32.2,11.4,-7.6,65.6,105.8,22.6,4.6,4.4,0.2
346,2024-03-17_FunPlus Phoenix/LOUD,2024-03-17,FunPlus Phoenix,0,0.726,173.6,25.6,33.2,7.6,-7.6,59.2,119.8,34.6,4.4,4.0,0.4,LOUD,0.726,173.6,25.6,33.2,7.6,-7.6,59.2,119.8,34.6,4.4,4.0,0.4
347,2024-03-17_Paper Rex/Team Heretics,2024-03-17,Paper Rex,1,0.8960000000000001,199.8,46.6,45.2,21.8,1.4,72.0,128.0,28.4,6.6,6.6,0.0,Team Heretics,0.8960000000000001,199.8,46.6,45.2,21.8,1.4,72.0,128.0,28.4,6.6,6.6,0.0
348,2024-03-18_EDward Gaming/LOUD,2024-03-18,EDward Gaming,0,0.686,155.6,15.8,27.0,5.6,-11.2,51.8,108.0,30.0,1.8,4.4,-2.6,LOUD,0.686,155.6,15.8,27.0,5.6,-11.2,51.8,108.0,30.0,1.8,4.4,-2.6
349,2024-03-18_Karmine Corp/Paper Rex,2024-03-18,Karmine Corp,0,1.004,200.8,47.4,45.8,25.2,1.6,75.0,129.8,26.8,7.0,6.6,0.4,Paper Rex,1.004,200.8,47.4,45.8,25.2,1.6,75.0,129.8,26.8,7.0,6.6,0.4
350,2024-03-21_Gen.G/Paper Rex,2024-03-21,Gen.G,1,1.008,214.6,33.8,28.6,14.0,5.2,79.0,146.2,23.4,5.4,3.2,2.2,Paper Rex,1.008,214.6,33.8,28.6,14.0,5.2,79.0,146.2,23.4,5.4,3.2,2.2
351,2024-03-21_LOUD/Sentinels,2024-03-21,LOUD,0,1.012,204.8,50.6,46.8,20.6,3.8,73.4,139.8,26.0,7.2,6.6,0.6,Sentinels,1.012,204.8,50.6,46.8,20.6,3.8,73.4,139.8,26.0,7.2,6.6,0.6
352,2024-03-22_Gen.G/Sentinels,2024-03-22,Gen.G,1,0.924,199.4,38.8,35.0,15.8,3.8,73.4,133.8,24.6,5.8,5.0,0.8,Sentinels,0.924,199.4,38.8,35.0,15.8,3.8,73.4,133.8,24.6,5.8,5.0,0.8
353,2024-03-22_LOUD/Paper Rex,2024-03-22,LOUD,0,0.9119999999999999,193.8,30.6,33.2,12.2,-2.6,67.6,128.8,26.4,3.2,5.8,-2.6,Paper Rex,0.9119999999999999,193.8,30.6,33.2,12.2,-2.6,67.6,128.8,26.4,3.2,5.8,-2.6
354,2024-03-23_Paper Rex/Sentinels,2024-03-23,Paper Rex,0,0.836,185.0,51.0,61.2,22.2,-10.2,62.0,119.8,27.8,7.0,8.8,-1.8,Sentinels,0.836,185.0,51.0,61.2,22.2,-10.2,62.0,119.8,27.8,7.0,8.8,-1.8
355,2024-03-24_Gen.G/Sentinels,2024-03-24,Gen.G,0,0.8720000000000001,194.2,75.2,80.0,30.2,-4.8,69.0,128.8,24.4,9.0,12.8,-3.8,Sentinels,0.8720000000000001,194.2,75.2,80.0,30.2,-4.8,69.0,128.8,24.4,9.0,12.8,-3.8
356,2024-04-03_GIANTX/Karmine Corp,2024-04-03,GIANTX,0,0.694,173.8,23.0,29.6,10.6,-6.6,64.4,115.4,29.4,3.8,4.2,-0.4,Karmine Corp,0.694,173.8,23.0,29.6,10.6,-6.6,64.4,115.4,29.4,3.8,4.2,-0.4
357,2024-04-03_Movistar KOI(KOI)/Team Liquid,2024-04-03,Movistar KOI(KOI),0,0.99,176.6,25.4,30.8,10.4,-5.4,69.6,116.2,28.4,3.8,4.6,-0.8,Team Liquid,0.99,176.6,25.4,30.8,10.4,-5.4,69.6,116.2,28.4,3.8,4.6,-0.8
358,2024-04-04_FNATIC/Team Heretics,2024-04-04,FNATIC,0,0.8940000000000001,189.0,32.0,35.8,12.2,-3.8,72.0,126.0,21.4,4.8,5.0,-0.2,Team Heretics,0.8940000000000001,189.0,32.0,35.8,12.2,-3.8,72.0,126.0,21.4,4.8,5.0,-0.2
359,2024-04-04_Natus Vincere/Team Vitality,2024-04-04,Natus Vincere,1,1.1300000000000001,196.6,28.0,24.0,11.6,4.0,76.6,130.6,32.8,4.8,3.0,1.8,Team Vitality,1.1300000000000001,196.6,28.0,24.0,11.6,4.0,76.6,130.6,32.8,4.8,3.0,1.8
360,2024-04-05_BBL Esports/Gentle Mates,2024-04-05,BBL Esports,0,0.8160000000000001,187.8,28.8,32.6,10.2,-3.8,66.4,126.0,30.8,4.6,4.2,0.4,Gentle Mates,0.8160000000000001,187.8,28.8,32.6,10.2,-3.8,66.4,126.0,30.8,4.6,4.2,0.4
361,2024-04-05_Bilibili Gaming/TYLOO,2024-04-05,Bilibili Gaming,1,0.0,202.2,39.0,36.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,202.2,39.0,36.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2024-04-05_FUT Esports/Team Liquid,2024-04-05,FUT Esports,1,1.034,208.8,30.0,25.2,10.2,4.8,76.2,135.8,29.8,4.4,3.4,1.0,Team Liquid,1.034,208.8,30.0,25.2,10.2,4.8,76.2,135.8,29.8,4.4,3.4,1.0
363,2024-04-05_Titan Esports Club/Wolves Esports,2024-04-05,Titan Esports Club,1,0.0,200.4,47.6,46.6,21.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,200.4,47.6,46.6,21.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364,2024-04-06_All Gamers/Dragon Ranger Gaming,2024-04-06,All Gamers,1,0.0,201.2,49.0,47.6,22.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Dragon Ranger Gaming,0.0,201.2,49.0,47.6,22.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0
365,2024-04-06_Cloud9/LEVIATÁN,2024-04-06,Cloud9,1,0.93,194.8,49.2,51.0,22.0,-1.8,72.6,133.6,29.8,6.6,8.2,-1.6,LEVIATÁN,0.93,194.8,49.2,51.0,22.0,-1.8,72.6,133.6,29.8,6.6,8.2,-1.6
366,2024-04-06_DRX/Team Secret,2024-04-06,DRX,1,1.258,216.0,32.2,26.6,14.0,5.6,76.6,139.0,27.0,3.8,4.6,-0.8,Team Secret,1.258,216.0,32.2,26.6,14.0,5.6,76.6,139.0,27.0,3.8,4.6,-0.8
367,2024-04-06_EDward Gaming/JDG Esports,2024-04-06,EDward Gaming,1,0.0,204.2,45.4,41.2,20.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,JDG Esports,0.0,204.2,45.4,41.2,20.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0
368,2024-04-06_Global Esports/ZETA DIVISION,2024-04-06,Global Esports,0,0.8019999999999999,189.0,37.6,45.4,14.8,-7.8,64.4,132.0,31.0,5.8,5.8,0.0,ZETA DIVISION,0.8019999999999999,189.0,37.6,45.4,14.8,-7.8,64.4,132.0,31.0,5.8,5.8,0.0
369,2024-04-06_LOUD/NRG Esports,2024-04-06,LOUD,0,0.85,189.8,25.2,30.2,11.4,-5.0,67.8,125.2,28.4,3.0,4.6,-1.6,NRG Esports,0.85,189.8,25.2,30.2,11.4,-5.0,67.8,125.2,28.4,3.0,4.6,-1.6
370,2024-04-07_100 Thieves/Sentinels,2024-04-07,100 Thieves,0,0.8300000000000001,177.4,25.4,31.2,9.6,-5.8,67.2,120.4,26.6,4.4,4.0,0.4,Sentinels,0.8300000000000001,177.4,25.4,31.2,9.6,-5.8,67.2,120.4,26.6,4.4,4.0,0.4
371,2024-04-07_BLEED/TALON,2024-04-07,BLEED,0,0.876,178.2,37.8,41.8,12.6,-4.0,72.0,118.2,30.2,6.2,6.2,0.0,TALON,0.876,178.2,37.8,41.8,12.6,-4.0,72.0,118.2,30.2,6.2,6.2,0.0
372,2024-04-07_Evil Geniuses/G2 Esports,2024-04-07,Evil Geniuses,0,0.836,176.4,22.0,30.8,10.2,-8.8,62.8,122.8,30.2,2.6,4.8,-2.2,G2 Esports,0.836,176.4,22.0,30.8,10.2,-8.8,62.8,122.8,30.2,2.6,4.8,-2.2
373,2024-04-07_FunPlus Phoenix/Wolves Esports,2024-04-07,FunPlus Phoenix,1,0.0,215.6,31.6,25.6,13.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,215.6,31.6,25.6,13.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2024-04-07_Nova Esports/Trace Esports,2024-04-07,Nova Esports,0,0.0,172.8,23.0,31.8,9.2,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,172.8,23.0,31.8,9.2,-8.8,0.0,0.0,0.0,0.0,0.0,0.0
375,2024-04-07_Paper Rex/T1,2024-04-07,Paper Rex,1,0.9279999999999999,213.4,37.2,32.8,15.2,4.4,80.0,136.6,28.2,5.8,4.0,1.8,T1,0.9279999999999999,213.4,37.2,32.8,15.2,4.4,80.0,136.6,28.2,5.8,4.0,1.8
376,2024-04-08_DRX/Global Esports,2024-04-08,DRX,1,1.128,204.4,29.6,24.4,11.6,5.2,82.4,139.2,26.0,3.8,4.2,-0.4,Global Esports,1.128,204.4,29.6,24.4,11.6,5.2,82.4,139.2,26.0,3.8,4.2,-0.4
377,2024-04-08_FURIA/KRÜ Esports,2024-04-08,FURIA,0,0.924,179.2,39.6,48.2,13.2,-8.6,64.6,122.8,30.6,5.2,7.6,-2.4,KRÜ Esports,0.924,179.2,39.6,48.2,13.2,-8.6,64.6,122.8,30.6,5.2,7.6,-2.4
378,2024-04-08_Rex Regum Qeon/Team Secret,2024-04-08,Rex Regum Qeon,1,0.8400000000000001,198.4,46.6,48.6,16.6,-2.0,71.6,131.8,31.2,6.0,7.6,-1.6,Team Secret,0.8400000000000001,198.4,46.6,48.6,16.6,-2.0,71.6,131.8,31.2,6.0,7.6,-1.6
379,2024-04-09_DetonatioN FocusMe/T1,2024-04-09,DetonatioN FocusMe,1,0.9879999999999999,198.2,45.6,43.6,17.8,2.0,77.0,132.2,29.0,5.4,7.6,-2.2,T1,0.9879999999999999,198.2,45.6,43.6,17.8,2.0,77.0,132.2,29.0,5.4,7.6,-2.2
380,2024-04-09_Gen.G/TALON,2024-04-09,Gen.G,1,0.766,203.4,31.2,25.0,13.8,6.2,76.4,129.2,23.2,4.6,4.0,0.6,TALON,0.766,203.4,31.2,25.0,13.8,6.2,76.4,129.2,23.2,4.6,4.0,0.6
381,2024-04-10_FUT Esports/Karmine Corp,2024-04-10,FUT Esports,1,1.06,205.2,46.0,39.2,20.0,6.8,74.0,131.6,27.8,7.4,5.6,1.8,Karmine Corp,1.06,205.2,46.0,39.2,20.0,6.8,74.0,131.6,27.8,7.4,5.6,1.8
382,2024-04-10_Team Heretics/Team Vitality,2024-04-10,Team Heretics,0,0.9019999999999999,200.4,48.2,51.0,24.8,-2.8,71.6,133.0,32.8,7.6,6.0,1.6,Team Vitality,0.9019999999999999,200.4,48.2,51.0,24.8,-2.8,71.6,133.0,32.8,7.6,6.0,1.6
383,2024-04-11_BBL Esports/Movistar KOI(KOI),2024-04-11,BBL Esports,1,1.22,209.6,25.4,17.4,8.8,8.0,74.8,142.4,29.8,3.8,2.8,1.0,Movistar KOI(KOI),1.22,209.6,25.4,17.4,8.8,8.0,74.8,142.4,29.8,3.8,2.8,1.0
384,2024-04-11_Natus Vincere/Team Liquid,2024-04-11,Natus Vincere,1,1.088,205.4,46.8,44.6,21.6,2.2,73.6,136.6,30.2,6.0,7.0,-1.0,Team Liquid,1.088,205.4,46.8,44.6,21.6,2.2,73.6,136.6,30.2,6.0,7.0,-1.0
385,2024-04-12_Dragon Ranger Gaming/FunPlus Phoenix,2024-04-12,Dragon Ranger Gaming,0,0.0,189.8,41.4,46.8,15.0,-5.4,0.0,0.0,0.0,0.0,0.0,0.0,FunPlus Phoenix,0.0,189.8,41.4,46.8,15.0,-5.4,0.0,0.0,0.0,0.0,0.0,0.0
386,2024-04-12_FNATIC/GIANTX,2024-04-12,FNATIC,1,0.99,196.0,38.0,34.6,15.0,3.4,73.8,126.4,26.8,4.2,6.8,-2.6,GIANTX,0.99,196.0,38.0,34.6,15.0,3.4,73.8,126.4,26.8,4.2,6.8,-2.6
387,2024-04-12_Gentle Mates/Karmine Corp,2024-04-12,Gentle Mates,0,0.616,173.0,22.2,31.6,6.8,-9.4,60.0,116.6,24.0,3.8,3.8,0.0,Karmine Corp,0.616,173.0,22.2,31.6,6.8,-9.4,60.0,116.6,24.0,3.8,3.8,0.0
388,2024-04-12_JDG Esports/Nova Esports,2024-04-12,JDG Esports,0,0.0,185.4,39.0,41.6,17.8,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,Nova Esports,0.0,185.4,39.0,41.6,17.8,-2.6,0.0,0.0,0.0,0.0,0.0,0.0
389,2024-04-13_100 Thieves/G2 Esports,2024-04-13,100 Thieves,1,1.09,201.6,30.4,27.0,13.6,3.4,71.6,134.0,24.8,4.6,4.0,0.6,G2 Esports,1.09,201.6,30.4,27.0,13.6,3.4,71.6,134.0,24.8,4.6,4.0,0.6
390,2024-04-13_All Gamers/Wolves Esports,2024-04-13,All Gamers,0,0.0,198.4,33.2,34.8,12.2,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,198.4,33.2,34.8,12.2,-1.6,0.0,0.0,0.0,0.0,0.0,0.0
